생년월일,목,화,토,금,수
1999926,1,1,1,2,1
1999927,1,1,1,1,2
1999928,1,0,2,1,2
1999929,2,0,1,2,1
1999930,2,0,1,2,1
1999101,1,1,2,1,1
1999102,1,1,1,1,2
1999103,1,0,2,1,2
1999104,1,0,3,1,1
1999105,2,0,1,2,1
1999106,2,0,1,2,1
1999107,1,0,2,1,2
1999108,1,1,1,1,2
1999109,2,1,1,1,1
19991010,3,0,3,0,0
19991011,2,1,2,1,0
19991012,2,1,2,1,0
19991013,2,0,4,0,0
19991014,2,0,3,0,1
19991015,2,0,2,1,1
19991016,2,0,3,1,0
19991017,3,0,2,0,1
19991018,3,0,2,0,1
19991019,3,0,3,0,0
19991020,3,1,2,0,0
19991021,2,2,2,0,0
19991022,2,1,3,0,0
19991023,2,0,3,1,0
19991024,2,0,3,1,0
19991025,2,0,3,1,0
19991026,2,0,2,1,1
19991027,2,0,2,0,2
19991028,2,0,3,0,1
19991029,4,0,2,0,0
19991030,4,0,2,0,0
1999111,2,2,2,0,0
1999112,2,1,3,0,0
1999113,2,0,4,0,0
1999114,2,0,2,2,0
1999115,2,0,2,2,0
1999116,2,0,3,0,1
1999117,2,0,2,0,2
1999118,3,0,2,0,1
1999119,3,0,2,0,1
19991110,3,1,1,0,1
19991111,3,1,1,0,1
19991112,2,0,3,0,1
19991113,2,1,2,0,1
19991114,2,1,1,1,1
19991115,2,0,2,1,1
19991116,2,0,1,1,2
19991117,2,0,1,1,2
19991118,3,0,2,0,1
19991119,3,0,1,0,2
19991120,2,1,1,0,2
19991121,2,1,2,0,1
19991122,3,0,2,0,1
19991123,3,0,2,0,1
19991124,2,0,2,1,1
19991125,2,1,1,1,1
19991126,2,1,1,0,2
19991127,2,0,2,0,2
19991128,3,0,1,1,1
19991129,3,0,1,1,1
19991130,2,1,2,0,1
1999121,2,1,1,0,2
1999122,2,0,2,0,2
1999123,2,0,3,0,1
1999124,3,0,1,1,1
1999125,3,0,1,1,1
1999126,2,0,2,0,2
1999127,2,1,1,0,2
1999128,2,2,1,0,1
1999129,2,1,2,0,1
19991210,1,2,1,1,1
19991211,1,2,1,1,1
19991212,1,1,3,0,1
19991213,1,1,2,0,2
19991214,1,1,1,1,2
19991215,1,1,2,1,1
19991216,2,1,1,0,2
19991217,2,1,1,0,2
19991218,2,1,2,0,1
19991219,2,2,1,0,1
19991220,1,3,1,0,1
19991221,1,2,2,0,1
19991222,1,1,2,1,1
19991223,1,1,2,1,1
19991224,1,1,2,1,1
19991225,1,1,1,1,2
19991226,1,1,1,0,3
19991227,1,1,2,0,2
19991228,3,1,1,0,1
19991229,3,1,1,0,1
19991230,1,2,2,0,1
200011,1,2,2,0,1
200012,1,1,3,0,1
200013,1,1,1,2,1
200014,1,1,1,2,1
200015,1,1,2,0,2
200016,1,1,1,0,3
200017,2,1,2,0,1
200018,2,1,3,0,0
200019,2,2,2,0,0
2000110,2,2,2,0,0
2000111,1,1,4,0,0
2000112,1,2,3,0,0
2000113,1,2,2,1,0
2000114,1,1,3,1,0
2000115,1,1,2,1,1
2000116,1,1,2,1,1
2000117,2,1,3,0,0
2000118,2,1,2,0,1
2000119,1,2,2,0,1
2000120,1,2,3,0,0
2000121,2,1,3,0,0
2000122,2,1,3,0,0
2000123,1,1,3,1,0
2000124,1,2,2,1,0
2000125,1,2,2,0,1
2000126,1,1,3,0,1
2000127,2,1,2,1,0
2000128,2,1,2,1,0
2000129,1,2,3,0,0
2000130,1,2,2,0,1
200021,1,1,4,0,0
200022,2,1,2,1,0
200023,2,1,2,1,0
200024,1,1,3,0,1
200025,1,1,2,1,1
200026,2,1,2,1,0
200027,2,0,3,1,0
200028,1,1,2,2,0
200029,1,1,2,2,0
2000210,1,0,4,1,0
2000211,1,0,3,1,1
2000212,1,0,2,2,1
2000213,1,0,3,2,0
2000214,2,0,2,1,1
2000215,2,0,2,1,1
2000216,2,0,3,1,0
2000217,2,1,2,1,0
2000218,1,2,2,1,0
2000219,1,1,3,1,0
2000220,1,0,3,2,0
2000221,1,0,3,2,0
2000222,1,0,3,2,0
2000223,1,0,2,2,1
2000224,1,0,2,1,2
2000225,1,0,3,1,1
2000226,3,0,2,1,0
2000227,3,0,2,1,0
2000228,1,1,3,1,0
2000229,1,2,2,1,0
200031,1,1,3,1,0
200032,1,0,4,1,0
200033,1,0,2,3,0
200034,1,0,2,3,0
200035,1,0,3,1,1
200036,1,0,2,1,2
200037,2,0,2,1,1
200038,2,0,3,1,0
200039,2,1,2,1,0
2000310,2,1,2,1,0
2000311,1,0,4,1,0
2000312,1,1,3,1,0
2000313,1,1,2,2,0
2000314,1,0,3,2,0
2000315,1,0,2,2,1
2000316,1,0,2,2,1
2000317,2,0,3,1,0
2000318,2,0,2,1,1
2000319,1,1,2,1,1
2000320,1,1,3,1,0
2000321,2,0,3,1,0
2000322,2,0,3,1,0
2000323,1,0,3,2,0
2000324,1,1,2,2,0
2000325,1,1,2,1,1
2000326,1,0,3,1,1
2000327,2,0,2,2,0
2000328,2,0,2,2,0
2000329,1,1,3,1,0
2000330,1,1,2,1,1
200041,1,0,4,1,0
200042,2,0,2,2,0
200043,2,0,2,2,0
200044,1,0,3,1,1
200045,0,1,2,2,1
200046,1,1,2,2,0
200047,1,0,3,2,0
200048,0,1,2,3,0
200049,0,1,2,3,0
2000410,0,0,4,2,0
2000411,0,0,3,2,1
2000412,0,0,2,3,1
2000413,0,0,3,3,0
2000414,1,0,2,2,1
2000415,1,0,2,2,1
2000416,1,0,3,2,0
2000417,1,1,2,2,0
2000418,0,2,2,2,0
2000419,0,1,3,2,0
2000420,0,0,3,3,0
2000421,0,0,3,3,0
2000422,0,0,3,3,0
2000423,0,0,2,3,1
2000424,0,0,2,2,2
2000425,0,0,3,2,1
2000426,2,0,2,2,0
2000427,2,0,2,2,0
2000428,0,1,3,2,0
2000429,0,2,2,2,0
2000430,0,1,3,2,0
200051,0,0,4,2,0
200052,0,0,2,4,0
200053,0,0,2,4,0
200054,0,0,3,2,1
200055,0,0,2,2,2
200056,1,1,1,2,1
200057,1,1,2,2,0
200058,1,2,1,2,0
200059,1,2,1,2,0
2000510,0,1,3,2,0
2000511,0,2,2,2,0
2000512,0,2,1,3,0
2000513,0,1,2,3,0
2000514,0,1,1,3,1
2000515,0,1,1,3,1
2000516,1,1,2,2,0
2000517,1,1,1,2,1
2000518,0,2,1,2,1
2000519,0,2,2,2,0
2000520,1,1,2,2,0
2000521,1,1,2,2,0
2000522,0,1,2,3,0
2000523,0,2,1,3,0
2000524,0,2,1,2,1
2000525,0,1,2,2,1
2000526,1,1,1,3,0
2000527,1,1,1,3,0
2000528,0,2,2,2,0
2000529,0,2,1,2,1
2000530,0,1,2,2,1
200061,1,1,1,3,0
200062,1,1,1,3,0
200063,0,1,2,2,1
200064,0,2,1,2,1
200065,1,2,1,2,0
200066,1,1,2,1,1
200067,0,2,1,2,1
200068,0,2,1,2,1
200069,0,1,3,1,1
2000610,0,1,2,1,2
2000611,0,1,1,2,2
2000612,0,1,2,2,1
2000613,1,1,1,1,2
2000614,1,1,1,1,2
2000615,1,1,2,1,1
2000616,1,2,1,1,1
2000617,0,3,1,1,1
2000618,0,2,2,1,1
2000619,0,1,2,2,1
2000620,0,1,2,2,1
2000621,0,1,2,2,1
2000622,0,1,1,2,2
2000623,0,1,1,1,3
2000624,0,1,2,1,2
2000625,2,1,1,1,1
2000626,2,1,1,1,1
2000627,0,2,2,1,1
2000628,0,3,1,1,1
2000629,0,2,2,1,1
2000630,0,1,3,1,1
200071,0,1,1,3,1
200072,0,1,1,3,1
200073,0,1,2,1,2
200074,0,1,1,1,3
200075,1,1,1,1,2
200076,1,1,2,1,1
200077,1,2,1,1,1
200078,1,1,2,1,1
200079,0,0,4,1,1
2000710,0,1,3,1,1
2000711,0,1,2,2,1
2000712,0,0,3,2,1
2000713,0,0,2,2,2
2000714,0,0,2,2,2
2000715,1,0,3,1,1
2000716,1,0,2,1,2
2000717,0,1,2,1,2
2000718,0,1,3,1,1
2000719,1,0,3,1,1
2000720,1,0,3,1,1
2000721,0,0,3,2,1
2000722,0,1,2,2,1
2000723,0,1,2,1,2
2000724,0,0,3,1,2
2000725,1,0,2,2,1
2000726,1,0,2,2,1
2000727,0,1,3,1,1
2000728,0,1,2,1,2
2000729,0,0,3,1,2
2000730,0,0,4,1,1
200081,1,0,2,2,1
200082,0,0,3,1,2
200083,0,1,2,1,2
200084,1,1,2,1,1
200085,1,0,3,1,1
200086,0,1,2,2,1
200087,0,1,2,2,1
200088,1,0,3,2,0
200089,1,0,2,2,1
2000810,1,0,1,3,1
2000811,1,0,2,3,0
2000812,2,0,1,2,1
2000813,2,0,1,2,1
2000814,2,0,2,2,0
2000815,2,1,1,2,0
2000816,1,2,1,2,0
2000817,1,1,2,2,0
2000818,1,0,2,3,0
2000819,1,0,2,3,0
2000820,1,0,2,3,0
2000821,1,0,1,3,1
2000822,1,0,1,2,2
2000823,1,0,2,2,1
2000824,3,0,1,2,0
2000825,3,0,1,2,0
2000826,1,1,2,2,0
2000827,1,2,1,2,0
2000828,1,1,2,2,0
2000829,1,0,3,2,0
2000830,1,0,1,4,0
200091,1,0,2,2,1
200092,1,0,1,2,2
200093,2,0,1,2,1
200094,2,0,2,2,0
200095,2,1,1,2,0
200096,2,1,1,2,0
200097,1,0,3,2,0
200098,1,1,2,2,0
200099,1,1,1,3,0
2000910,1,0,2,3,0
2000911,1,0,1,3,1
2000912,1,0,1,3,1
2000913,2,0,2,2,0
2000914,2,0,1,2,1
2000915,1,1,1,2,1
2000916,1,1,2,2,0
2000917,2,0,2,2,0
2000918,2,0,2,2,0
2000919,1,0,2,3,0
2000920,1,1,1,3,0
2000921,1,1,1,2,1
2000922,1,0,2,2,1
2000923,2,0,1,3,0
2000924,2,0,1,3,0
2000925,1,1,2,2,0
2000926,1,1,1,2,1
2000927,1,0,2,2,1
2000928,1,0,3,2,0
2000929,2,0,1,3,0
2000930,2,0,1,3,0
2000101,1,0,2,2,1
2000102,1,1,1,2,1
2000103,2,1,1,2,0
2000104,2,0,2,2,0
2000105,1,1,1,3,0
2000106,1,1,1,3,0
2000107,1,0,3,2,0
2000108,1,0,2,2,1
2000109,0,1,2,2,1
20001010,0,1,3,2,0
20001011,1,1,2,1,1
20001012,1,1,2,1,1
20001013,1,1,3,1,0
20001014,1,2,2,1,0
20001015,0,3,2,1,0
20001016,0,2,3,1,0
20001017,0,1,3,2,0
20001018,0,1,3,2,0
20001019,0,1,3,2,0
20001020,0,1,2,2,1
20001021,0,1,2,1,2
20001022,0,1,3,1,1
20001023,2,1,2,1,0
20001024,2,1,2,1,0
20001025,0,2,3,1,0
20001026,0,3,2,1,0
20001027,0,2,3,1,0
20001028,0,1,4,1,0
20001029,0,1,2,3,0
20001030,0,1,2,3,0
2000111,0,1,2,1,2
2000112,1,1,2,1,1
2000113,1,1,3,1,0
2000114,1,2,2,1,0
2000115,1,2,2,1,0
2000116,0,1,4,1,0
2000117,0,2,3,1,0
2000118,0,2,1,2,1
2000119,0,1,2,2,1
20001110,0,1,1,2,2
20001111,0,1,1,2,2
20001112,1,1,2,1,1
20001113,1,1,1,1,2
20001114,0,2,1,1,2
20001115,0,2,2,1,1
20001116,1,1,2,1,1
20001117,1,1,2,1,1
20001118,0,1,2,2,1
20001119,0,2,1,2,1
20001120,0,2,1,1,2
20001121,0,1,2,1,2
20001122,1,1,1,2,1
20001123,1,1,1,2,1
20001124,0,2,2,1,1
20001125,0,2,1,1,2
20001126,0,1,2,1,2
20001127,0,1,3,1,1
20001128,1,1,1,2,1
20001129,1,1,1,2,1
20001130,0,1,2,1,2
2000121,0,2,1,1,2
2000122,1,2,1,1,1
2000123,1,1,2,1,1
2000124,0,2,1,2,1
2000125,0,2,1,2,1
2000126,0,1,3,1,1
2000127,0,1,2,1,2
2000128,0,0,2,2,2
2000129,0,0,3,2,1
20001210,1,0,2,1,2
20001211,1,0,2,1,2
20001212,1,0,3,1,1
20001213,1,1,2,1,1
20001214,0,2,2,1,1
20001215,0,1,3,1,1
20001216,0,0,3,2,1
20001217,0,0,3,2,1
20001218,0,0,3,2,1
20001219,0,0,2,2,2
20001220,0,0,2,1,3
20001221,0,0,3,1,2
20001222,2,0,2,1,1
20001223,2,0,2,1,1
20001224,0,1,3,1,1
20001225,0,2,2,1,1
20001226,0,1,3,1,1
20001227,0,0,4,1,1
20001228,0,0,2,3,1
20001229,0,0,2,3,1
20001230,0,0,3,1,2
200111,1,0,2,1,2
200112,1,0,3,1,1
200113,1,1,2,1,1
200114,1,1,2,1,1
200115,0,0,4,1,1
200116,0,1,4,1,0
200117,0,1,3,2,0
200118,0,0,4,2,0
200119,0,0,3,2,1
2001110,0,0,3,2,1
2001111,1,0,4,1,0
2001112,1,0,3,1,1
2001113,0,1,3,1,1
2001114,0,1,4,1,0
2001115,1,0,4,1,0
2001116,1,0,4,1,0
2001117,0,0,4,2,0
2001118,0,1,3,2,0
2001119,0,1,3,1,1
2001120,0,0,4,1,1
2001121,1,0,3,2,0
2001122,1,0,3,2,0
2001123,0,1,4,1,0
2001124,0,1,3,1,1
2001125,0,0,4,1,1
2001126,0,0,5,1,0
2001127,1,0,3,2,0
2001128,1,0,3,2,0
2001129,0,0,4,1,1
2001130,0,1,3,1,1
200121,1,0,4,1,0
200122,0,1,3,2,0
200123,0,1,3,2,0
200124,0,0,5,1,0
200125,1,1,1,2,1
200126,1,1,0,3,1
200127,1,1,1,3,0
200128,2,1,0,2,1
200129,2,1,0,2,1
2001210,2,1,1,2,0
2001211,2,2,0,2,0
2001212,1,3,0,2,0
2001213,1,2,1,2,0
2001214,1,1,1,3,0
2001215,1,1,1,3,0
2001216,1,1,1,3,0
2001217,1,1,0,3,1
2001218,1,1,0,2,2
2001219,1,1,1,2,1
2001220,3,1,0,2,0
2001221,3,1,0,2,0
2001222,1,2,1,2,0
2001223,1,3,0,2,0
2001224,1,2,1,2,0
2001225,1,1,2,2,0
2001226,1,1,0,4,0
2001227,1,1,0,4,0
2001228,1,1,1,2,1
200131,1,1,0,2,2
200132,2,1,0,2,1
200133,2,1,1,2,0
200134,2,2,0,2,0
200135,2,2,0,2,0
200136,1,1,2,2,0
200137,1,2,1,2,0
200138,1,2,0,3,0
200139,1,1,1,3,0
2001310,1,1,0,3,1
2001311,1,1,0,3,1
2001312,2,1,1,2,0
2001313,2,1,0,2,1
2001314,1,2,0,2,1
2001315,1,2,1,2,0
2001316,2,1,1,2,0
2001317,2,1,1,2,0
2001318,1,1,1,3,0
2001319,1,2,0,3,0
2001320,1,2,0,2,1
2001321,1,1,1,2,1
2001322,2,1,0,3,0
2001323,2,1,0,3,0
2001324,1,2,1,2,0
2001325,1,2,0,2,1
2001326,1,1,1,2,1
2001327,1,1,2,2,0
2001328,2,1,0,3,0
2001329,2,1,0,3,0
2001330,1,1,1,2,1
200141,2,2,0,2,0
200142,2,1,1,2,0
200143,1,2,0,3,0
200144,1,2,0,3,0
200145,1,1,2,2,0
200146,0,1,2,1,2
200147,0,1,1,2,2
200148,0,1,2,2,1
200149,1,1,1,1,2
2001410,1,1,1,1,2
2001411,1,1,2,1,1
2001412,1,2,1,1,1
2001413,0,3,1,1,1
2001414,0,2,2,1,1
2001415,0,1,2,2,1
2001416,0,1,2,2,1
2001417,0,1,2,2,1
2001418,0,1,1,2,2
2001419,0,1,1,1,3
2001420,0,1,2,1,2
2001421,2,1,1,1,1
2001422,2,1,1,1,1
2001423,0,2,2,1,1
2001424,0,3,1,1,1
2001425,0,2,2,1,1
2001426,0,1,3,1,1
2001427,0,1,1,3,1
2001428,0,1,1,3,1
2001429,0,1,2,1,2
2001430,0,1,1,1,3
200151,1,1,1,1,2
200152,1,1,2,1,1
200153,1,2,1,1,1
200154,1,2,1,1,1
200155,0,1,3,1,1
200156,0,3,1,1,1
200157,0,3,0,2,1
200158,0,2,1,2,1
200159,0,2,0,2,2
2001510,0,2,0,2,2
2001511,1,2,1,1,1
2001512,1,2,0,1,2
2001513,0,3,0,1,2
2001514,0,3,1,1,1
2001515,1,2,1,1,1
2001516,1,2,1,1,1
2001517,0,2,1,2,1
2001518,0,3,0,2,1
2001519,0,3,0,1,2
2001520,0,2,1,1,2
2001521,1,2,0,2,1
2001522,1,2,0,2,1
2001523,0,3,1,1,1
2001524,0,3,0,1,2
2001525,0,2,1,1,2
2001526,0,2,2,1,1
2001527,1,2,0,2,1
2001528,1,2,0,2,1
2001529,0,2,1,1,2
2001530,0,3,0,1,2
200161,1,2,1,1,1
200162,0,3,0,2,1
200163,0,3,0,2,1
200164,0,2,2,1,1
200165,0,2,1,1,2
200166,1,2,0,2,1
200167,1,2,1,2,0
200168,2,2,0,1,1
200169,2,2,0,1,1
2001610,2,2,1,1,0
2001611,2,3,0,1,0
2001612,1,4,0,1,0
2001613,1,3,1,1,0
2001614,1,2,1,2,0
2001615,1,2,1,2,0
2001616,1,2,1,2,0
2001617,1,2,0,2,1
2001618,1,2,0,1,2
2001619,1,2,1,1,1
2001620,3,2,0,1,0
2001621,3,2,0,1,0
2001622,1,3,1,1,0
2001623,1,4,0,1,0
2001624,1,3,1,1,0
2001625,1,2,2,1,0
2001626,1,2,0,3,0
2001627,1,2,0,3,0
2001628,1,2,1,1,1
2001629,1,2,0,1,2
2001630,2,2,0,1,1
200171,2,2,1,1,0
200172,2,3,0,1,0
200173,2,3,0,1,0
200174,1,2,2,1,0
200175,1,3,1,1,0
200176,1,3,0,2,0
200177,1,2,1,2,0
200178,1,1,1,2,1
200179,1,1,1,2,1
2001710,2,1,2,1,0
2001711,2,1,1,1,1
2001712,1,2,1,1,1
2001713,1,2,2,1,0
2001714,2,1,2,1,0
2001715,2,1,2,1,0
2001716,1,1,2,2,0
2001717,1,2,1,2,0
2001718,1,2,1,1,1
2001719,1,1,2,1,1
2001720,2,1,1,2,0
2001721,2,1,1,2,0
2001722,1,2,2,1,0
2001723,1,2,1,1,1
2001724,1,1,2,1,1
2001725,1,1,3,1,0
2001726,2,1,1,2,0
2001727,2,1,1,2,0
2001728,1,1,2,1,1
2001729,1,2,1,1,1
2001730,2,2,1,1,0
200181,1,2,1,2,0
200182,1,2,1,2,0
200183,1,1,3,1,0
200184,1,1,2,1,1
200185,1,1,1,2,1
200186,1,1,2,2,0
200187,2,1,1,1,1
200188,1,2,0,2,1
200189,1,2,1,2,0
2001810,1,3,0,2,0
2001811,0,4,0,2,0
2001812,0,3,1,2,0
2001813,0,2,1,3,0
2001814,0,2,1,3,0
2001815,0,2,1,3,0
2001816,0,2,0,3,1
2001817,0,2,0,2,2
2001818,0,2,1,2,1
2001819,2,2,0,2,0
2001820,2,2,0,2,0
2001821,0,3,1,2,0
2001822,0,4,0,2,0
2001823,0,3,1,2,0
2001824,0,2,2,2,0
2001825,0,2,0,4,0
2001826,0,2,0,4,0
2001827,0,2,1,2,1
2001828,0,2,0,2,2
2001829,1,2,0,2,1
2001830,1,2,1,2,0
200191,1,3,0,2,0
200192,0,2,2,2,0
200193,0,3,1,2,0
200194,0,3,0,3,0
200195,0,2,1,3,0
200196,0,2,0,3,1
200197,0,2,0,3,1
200198,1,2,1,2,0
200199,1,2,0,2,1
2001910,0,3,0,2,1
2001911,0,3,1,2,0
2001912,1,2,1,2,0
2001913,1,2,1,2,0
2001914,0,2,1,3,0
2001915,0,3,0,3,0
2001916,0,3,0,2,1
2001917,0,2,1,2,1
2001918,1,2,0,3,0
2001919,1,2,0,3,0
2001920,0,3,1,2,0
2001921,0,3,0,2,1
2001922,0,2,1,2,1
2001923,0,2,2,2,0
2001924,1,2,0,3,0
2001925,1,2,0,3,0
2001926,0,2,1,2,1
2001927,0,3,0,2,1
2001928,1,3,0,2,0
2001929,1,2,1,2,0
2001930,0,3,0,3,0
2001101,0,3,0,3,0
2001102,0,2,2,2,0
2001103,0,2,1,2,1
2001104,0,2,0,3,1
2001105,0,2,1,3,0
2001106,1,2,0,2,1
2001107,1,2,0,2,1
2001108,1,2,1,2,0
2001109,1,2,2,1,0
20011010,0,3,2,1,0
20011011,0,2,3,1,0
20011012,0,1,3,2,0
20011013,0,1,3,2,0
20011014,0,1,3,2,0
20011015,0,1,2,2,1
20011016,0,1,2,1,2
20011017,0,1,3,1,1
20011018,2,1,2,1,0
20011019,2,1,2,1,0
20011020,0,2,3,1,0
20011021,0,3,2,1,0
20011022,0,2,3,1,0
20011023,0,1,4,1,0
20011024,0,1,2,3,0
20011025,0,1,2,3,0
20011026,0,1,3,1,1
20011027,0,1,2,1,2
20011028,1,1,2,1,1
20011029,1,1,3,1,0
20011030,1,2,2,1,0
2001111,0,1,4,1,0
2001112,0,2,3,1,0
2001113,0,2,2,2,0
2001114,0,1,3,2,0
2001115,0,1,2,2,1
2001116,0,1,2,2,1
2001117,1,1,3,1,0
2001118,1,1,1,1,2
2001119,0,2,1,1,2
20011110,0,2,2,1,1
20011111,1,1,2,1,1
20011112,1,1,2,1,1
20011113,0,1,2,2,1
20011114,0,2,1,2,1
20011115,0,2,1,1,2
20011116,0,1,2,1,2
20011117,1,1,1,2,1
20011118,1,1,1,2,1
20011119,0,2,2,1,1
20011120,0,2,1,1,2
20011121,0,1,2,1,2
20011122,0,1,3,1,1
20011123,1,1,1,2,1
20011124,1,1,1,2,1
20011125,0,1,2,1,2
20011126,0,2,1,1,2
20011127,1,2,1,1,1
20011128,1,1,2,1,1
20011129,0,2,1,2,1
20011130,0,2,1,2,1
2001121,0,1,3,1,1
2001122,0,1,2,1,2
2001123,0,1,1,2,2
2001124,0,1,2,2,1
2001125,1,1,1,1,2
2001126,1,1,1,1,2
2001127,1,1,2,1,1
2001128,1,2,0,2,1
2001129,0,3,0,2,1
20011210,0,2,1,2,1
20011211,0,1,1,3,1
20011212,0,1,1,3,1
20011213,0,1,1,3,1
20011214,0,1,0,3,2
20011215,0,1,0,2,3
20011216,0,1,1,2,2
20011217,2,1,0,2,1
20011218,2,1,0,2,1
20011219,0,2,1,2,1
20011220,0,3,0,2,1
20011221,0,2,1,2,1
20011222,0,1,2,2,1
20011223,0,1,0,4,1
20011224,0,1,0,4,1
20011225,0,1,1,2,2
20011226,0,1,0,2,3
20011227,1,1,0,2,2
20011228,1,1,1,2,1
20011229,1,2,0,2,1
20011230,1,2,0,2,1
200211,0,2,1,2,1
200212,0,2,0,3,1
200213,0,1,1,3,1
200214,0,1,0,3,2
200215,0,1,0,3,2
200216,1,1,2,2,0
200217,1,1,1,2,1
200218,0,2,1,2,1
200219,0,2,2,2,0
2002110,1,1,2,2,0
2002111,1,1,2,2,0
2002112,0,1,2,3,0
2002113,0,2,1,3,0
2002114,0,2,1,2,1
2002115,0,1,2,2,1
2002116,1,1,1,3,0
2002117,1,1,1,3,0
2002118,0,2,2,2,0
2002119,0,2,1,2,1
2002120,0,1,2,2,1
2002121,0,1,3,2,0
2002122,1,1,1,3,0
2002123,1,1,1,3,0
2002124,0,1,2,2,1
2002125,0,2,1,2,1
2002126,1,2,1,2,0
2002127,1,1,2,2,0
2002128,0,2,1,3,0
2002129,0,2,1,3,0
2002130,0,1,3,2,0
200221,0,1,1,3,1
200222,0,1,2,3,0
200223,1,1,1,2,1
200224,1,1,1,2,1
200225,2,1,1,0,2
200226,2,2,0,0,2
200227,1,3,0,0,2
200228,1,2,1,0,2
200229,1,1,1,1,2
2002210,1,1,1,1,2
2002211,1,1,1,1,2
2002212,1,1,0,1,3
2002213,1,1,0,0,4
2002214,1,1,1,0,3
2002215,3,1,0,0,2
2002216,3,1,0,0,2
2002217,1,2,1,0,2
2002218,1,3,0,0,2
2002219,1,2,1,0,2
2002220,1,1,2,0,2
2002221,1,1,0,2,2
2002222,1,1,0,2,2
2002223,1,1,1,0,3
2002224,1,1,0,0,4
2002225,2,1,0,0,3
2002226,2,1,1,0,2
2002227,2,2,0,0,2
2002228,2,2,0,0,2
200231,1,1,2,0,2
200232,1,2,1,0,2
200233,1,2,0,1,2
200234,1,1,1,1,2
200235,1,1,0,1,3
200236,1,1,0,1,3
200237,2,1,1,0,2
200238,2,1,0,0,3
200239,1,2,0,0,3
2002310,1,2,1,0,2
2002311,2,1,1,0,2
2002312,2,1,1,0,2
2002313,1,1,1,1,2
2002314,1,2,0,1,2
2002315,1,2,0,0,3
2002316,1,1,1,0,3
2002317,2,1,0,1,2
2002318,2,1,0,1,2
2002319,1,2,1,0,2
2002320,1,2,0,0,3
2002321,1,1,1,0,3
2002322,1,1,2,0,2
2002323,2,1,0,1,2
2002324,2,1,0,1,2
2002325,1,1,1,0,3
2002326,1,2,0,0,3
2002327,2,2,0,0,2
2002328,2,1,1,0,2
2002329,1,2,0,1,2
2002330,1,2,0,1,2
200241,1,1,1,0,3
200242,1,1,0,1,3
200243,1,1,1,1,2
200244,2,1,0,0,3
200245,2,1,0,0,3
200246,2,1,2,0,1
200247,2,2,1,0,1
200248,1,3,1,0,1
200249,1,2,2,0,1
2002410,1,1,2,1,1
2002411,1,1,2,1,1
2002412,1,1,2,1,1
2002413,1,1,1,1,2
2002414,1,1,1,0,3
2002415,1,1,2,0,2
2002416,3,1,1,0,1
2002417,3,1,1,0,1
2002418,1,2,2,0,1
2002419,1,3,1,0,1
2002420,1,2,2,0,1
2002421,1,1,3,0,1
2002422,1,1,1,2,1
2002423,1,1,1,2,1
2002424,1,1,2,0,2
2002425,1,1,1,0,3
2002426,2,1,1,0,2
2002427,2,1,2,0,1
2002428,2,2,1,0,1
2002429,2,2,1,0,1
2002430,1,1,3,0,1
200251,1,2,2,0,1
200252,1,2,1,1,1
200253,1,1,2,1,1
200254,1,1,1,1,2
200255,1,1,1,1,2
200256,2,1,2,0,1
200257,2,2,0,0,2
200258,1,3,0,0,2
200259,1,3,1,0,1
2002510,2,2,1,0,1
2002511,2,2,1,0,1
2002512,1,2,1,1,1
2002513,1,3,0,1,1
2002514,1,3,0,0,2
2002515,1,2,1,0,2
2002516,2,2,0,1,1
2002517,2,2,0,1,1
2002518,1,3,1,0,1
2002519,1,3,0,0,2
2002520,1,2,1,0,2
2002521,1,2,2,0,1
2002522,2,2,0,1,1
2002523,2,2,0,1,1
2002524,1,2,1,0,2
2002525,1,3,0,0,2
2002526,2,3,0,0,1
2002527,2,2,1,0,1
2002528,1,3,0,1,1
2002529,1,3,0,1,1
2002530,1,2,2,0,1
200261,1,2,0,1,2
200262,1,2,1,1,1
200263,2,2,0,0,2
200264,2,2,0,0,2
200265,2,2,1,0,1
200266,2,3,0,0,1
200267,0,5,0,0,1
200268,0,4,1,0,1
200269,0,3,1,1,1
2002610,0,3,1,1,1
2002611,0,3,1,1,1
2002612,0,3,0,1,2
2002613,0,3,0,0,3
2002614,0,3,1,0,2
2002615,2,3,0,0,1
2002616,2,3,0,0,1
2002617,0,4,1,0,1
2002618,0,5,0,0,1
2002619,0,4,1,0,1
2002620,0,3,2,0,1
2002621,0,3,0,2,1
2002622,0,3,0,2,1
2002623,0,3,1,0,2
2002624,0,3,0,0,3
2002625,1,3,0,0,2
2002626,1,3,1,0,1
2002627,1,4,0,0,1
2002628,1,4,0,0,1
2002629,0,3,2,0,1
2002630,0,4,1,0,1
200271,0,4,0,1,1
200272,0,3,1,1,1
200273,0,3,0,1,2
200274,0,3,0,1,2
200275,1,3,1,0,1
200276,1,3,0,0,2
200277,0,4,0,0,2
200278,0,3,2,0,1
200279,1,2,2,0,1
2002710,1,2,2,0,1
2002711,0,2,2,1,1
2002712,0,3,1,1,1
2002713,0,3,1,0,2
2002714,0,2,2,0,2
2002715,1,2,1,1,1
2002716,1,2,1,1,1
2002717,0,3,2,0,1
2002718,0,3,1,0,2
2002719,0,2,2,0,2
2002720,0,2,3,0,1
2002721,1,2,1,1,1
2002722,1,2,1,1,1
2002723,0,2,2,0,2
2002724,0,3,1,0,2
2002725,1,3,1,0,1
