Mcd,KorName
X300,"과다한 자연한랭에 노출, 주택"
X30000,과다한 자연열에 노출
X300000,"과다한 자연한랭에 노출, 주택"
X301,"과다한 자연한랭에 노출, 집단거주시설"
X301000,"과다한 자연한랭에 노출, 집단거주시설"
X302,"과다한 자연한랭에 노출, 학교, 기타 시설 및 공공행정 구역"
X302000,"과다한 자연한랭에 노출, 학교, 기타 시설 및 공공행정 구역"
X303,"과다한 자연한랭에 노출, 운동 및 경기장"
X303000,"과다한 자연한랭에 노출, 운동 및 경기장"
X304,"과다한 자연한랭에 노출, 도로 및 고속도로"
X304000,"과다한 자연한랭에 노출, 도로 및 고속도로"
X305,"과다한 자연한랭에 노출, 상업 및 서비스 구역"
X306,"과다한 자연한랭에 노출, 산업 및 건설지역"
X306000,"과다한 자연한랭에 노출, 산업 및 건설지역"
X307,"과다한 자연한랭에 노출, 농장"
X307000,"과다한 자연한랭에 노출, 농장"
X308,"과다한 자연한랭에 노출, 기타 명시된 장소"
X308000,"과다한 자연한랭에 노출, 기타 명시된 장소"
X309,"과다한 자연한랭에 노출, 상세불명 장소"
X309000,"과다한 자연한랭에 노출, 상세불명 장소"
X30X39,자연의 힘에 노출
X31,과다한 자연한랭에 노출
X310,"과다한 자연 한랭에 노출, 주택"
X31000,과다한 자연한랭에 노출
X310000,"과다한 자연 한랭에 노출, 주택"
X311,"과다한 자연 한랭에 노출, 집단거주시설"
X311000,"과다한 자연 한랭에 노출, 집단거주시설"
X312,"과다한 자연 한랭에 노출, 학교, 기타 시설 및 공공행정 구역"
X312000,"과다한 자연 한랭에 노출, 학교, 기타 시설 및 공공행정 구역"
X313,"과다한 자연 한랭에 노출, 운동 및 경기장"
X313000,"과다한 자연 한랭에 노출, 운동 및 경기장"
X314,"과다한 자연 한랭에 노출, 도로 및 고속도로"
X314000,"과다한 자연 한랭에 노출, 도로 및 고속도로"
X315,"과다한 자연 한랭에 노출, 상업 및 서비스 구역"
X316,"과다한 자연 한랭에 노출, 산업 및 건설지역"
X316000,"과다한 자연 한랭에 노출, 산업 및 건설지역"
X317,"과다한 자연 한랭에 노출, 농장"
X317000,"과다한 자연 한랭에 노출, 농장"
X318,"과다한 자연 한랭에 노출, 기타 명시된 장소"
X318000,"과다한 자연 한랭에 노출, 기타 명시된 장소"
X319,"과다한 자연 한랭에 노출, 상세불명 장소"
X319000,"과다한 자연 한랭에 노출, 상세불명 장소"
X32,일광에 노출
X320,"일광에 노출, 주택"
X32000,일광에 노출
X320000,"일광에 노출, 주택"
X321,"일광에 노출, 집단거주시설"
X321000,"일광에 노출, 집단거주시설"
X322,"일광에 노출, 학교, 기타 시설 및 공공행정 구역"
X322000,"일광에 노출, 학교, 기타 시설 및 공공행정 구역"
X323,"일광에 노출, 운동 및 경기장"
X323000,"일광에 노출, 운동 및 경기장"
X324,"일광에 노출, 도로 및 고속도로"
X324000,"일광에 노출, 도로 및 고속도로"
X325,"일광에 노출, 상업 및 서비스 구역"
X325000,"일광에 노출, 상업 및 서비스 구역"
X326,"일광에 노출, 산업 및 건설지역"
X326000,"일광에 노출, 산업 및 건설지역"
X327,"일광에 노출, 농장"
X327000,"일광에 노출, 농장"
X328,"일광에 노출, 기타 명시된 장소"
X328000,"일광에 노출, 기타 명시된 장소"
X329,"일광에 노출, 상세불명 장소"
X329000,"일광에 노출, 상세불명 장소"
X33,벼락에 의한 피해
X330,"벼락에 의한 피해, 주택"
X33000,벼락에 의한 피해
X330000,"벼락에 의한 피해, 주택"
X331,"벼락에 의한 피해, 집단거주시설"
X331000,"벼락에 의한 피해, 집단거주시설"
X332,"벼락에 의한 피해, 학교, 기타 시설 및 공공행정 구역"
X332000,"벼락에 의한 피해, 학교, 기타 시설 및 공공행정 구역"
X333,"벼락에 의한 피해, 운동 및 경기장"
X333000,"벼락에 의한 피해, 운동 및 경기장"
X334,"벼락에 의한 피해, 도로 및 고속도로"
X334000,"벼락에 의한 피해, 도로 및 고속도로"
X335,"벼락에 의한 피해, 상업 및 서비스 구역"
X335000,"벼락에 의한 피해, 상업 및 서비스 구역"
X336,"벼락에 의한 피해, 산업 및 건설지역"
X336000,"벼락에 의한 피해, 산업 및 건설지역"
X337,"벼락에 의한 피해, 농장"
X337000,"벼락에 의한 피해, 농장"
X338,"벼락에 의한 피해, 기타 명시된 장소"
X338000,"벼락에 의한 피해, 기타 명시된 장소"
X339,"벼락에 의한 피해, 상세불명 장소"
X339000,"벼락에 의한 피해, 상세불명 장소"
X34,지진에 의한 피해
X340,지진에 의한 격변적 지각운동의 피해
X3400,"지진에 의한 격변적 지각운동의 피해, 주택"
X34000,지진에 의한 피해
X3400000,"지진에 의한 격변적 지각운동의 피해, 주택"
X3401,"지진에 의한 격변적 지각운동의 피해, 집단거주시설"
X3401000,"지진에 의한 격변적 지각운동의 피해, 집단거주시설"
X3402,"지진에 의한 격변적 지각운동의 피해, 학교, 기타 시설 및 공공행정 구역"
X3402000,"지진에 의한 격변적 지각운동의 피해, 학교, 기타 시설 및 공공행정 구역"
X3403,"지진에 의한 격변적 지각운동의 피해, 운동 및 경기장"
X3403000,"지진에 의한 격변적 지각운동의 피해, 운동 및 경기장"
X3404,"지진에 의한 격변적 지각운동의 피해, 도로 및 고속도로"
X3404000,"지진에 의한 격변적 지각운동의 피해, 도로 및 고속도로"
X3405,"지진에 의한 격변적 지각운동의 피해, 상업 및 서비스 구역"
X3405000,"지진에 의한 격변적 지각운동의 피해, 상업 및 서비스 구역"
X3406,"지진에 의한 격변적 지각운동의 피해, 산업 및 건설지역"
X3406000,"지진에 의한 격변적 지각운동의 피해, 산업 및 건설지역"
X3407,"지진에 의한 격변적 지각운동의 피해, 농장"
X3407000,"지진에 의한 격변적 지각운동의 피해, 농장"
X3408,"지진에 의한 격변적 지각운동의 피해, 기타 명시된 장소"
X3408000,"지진에 의한 격변적 지각운동의 피해, 기타 명시된 장소"
X3409,"지진에 의한 격변적 지각운동의 피해, 상세불명 장소"
X3409000,"지진에 의한 격변적 지각운동의 피해, 상세불명 장소"
X341,지진해일에 의한 피해
X3410,"지진해일에 의한 피해, 주택"
X3410000,"지진해일에 의한 피해, 주택"
X3411,"지진해일에 의한 피해, 집단거주시설"
X3411000,"지진해일에 의한 피해, 집단거주시설"
X3412,"지진해일에 의한 피해, 학교, 기타 시설 및 공공행정 구역"
X3412000,"지진해일에 의한 피해, 학교, 기타 시설 및 공공행정 구역"
X3413,"지진해일에 의한 피해, 운동 및 경기장"
X3413000,"지진해일에 의한 피해, 운동 및 경기장"
X3414,"지진해일에 의한 피해, 도로 및 고속도로"
X3414000,"지진해일에 의한 피해, 도로 및 고속도로"
X3415,"지진해일에 의한 피해, 상업 및 서비스 구역"
X3415000,"지진해일에 의한 피해, 상업 및 서비스 구역"
X3416,"지진해일에 의한 피해, 산업 및 건설지역"
X3416000,"지진해일에 의한 피해, 산업 및 건설지역"
X3417,"지진해일에 의한 피해, 농장"
X3417000,"지진해일에 의한 피해, 농장"
X3418,"지진해일에 의한 피해, 기타 명시된 장소"
X3418000,"지진해일에 의한 피해, 기타 명시된 장소"
X3419,"지진해일에 의한 피해, 상세불명 장소"
X3419000,"지진해일에 의한 피해, 상세불명 장소"
X342,지진에 의한
X343,지진에 의한
X344,지진에 의한
X345,지진에 의한
X346,지진에 의한
X347,지진에 의한
X348,지진의 기타 명시된 영향의 피해
X3480,"지진의 기타 명시된 영향의 피해, 주택"
X3480000,"지진의 기타 명시된 영향의 피해, 주택"
X3481,"지진의 기타 명시된 영향의 피해, 집단거주시설"
X3481000,"지진의 기타 명시된 영향의 피해, 집단거주시설"
X3482,"지진의 기타 명시된 영향의 피해, 학교, 기타 시설 및 공공행정 구역"
X3482000,"지진의 기타 명시된 영향의 피해, 학교, 기타 시설 및 공공행정 구역"
X3483,"지진의 기타 명시된 영향의 피해, 운동 및 경기장"
X3483000,"지진의 기타 명시된 영향의 피해, 운동 및 경기장"
X3484,"지진의 기타 명시된 영향의 피해, 도로 및 고속도로"
X3484000,"지진의 기타 명시된 영향의 피해, 도로 및 고속도로"
X3485,"지진의 기타 명시된 영향의 피해, 상업 및 서비스 구역"
X3485000,"지진의 기타 명시된 영향의 피해, 상업 및 서비스 구역"
X3486,"지진의 기타 명시된 영향의 피해, 산업 및 건설지역"
X3486000,"지진의 기타 명시된 영향의 피해, 산업 및 건설지역"
X3487,"지진의 기타 명시된 영향의 피해, 농장"
X3487000,"지진의 기타 명시된 영향의 피해, 농장"
X3488,"지진의 기타 명시된 영향의 피해, 기타 명시된 장소"
X3488000,"지진의 기타 명시된 영향의 피해, 기타 명시된 장소"
X3489,"지진의 기타 명시된 영향의 피해, 상세불명 장소"
X3489000,"지진의 기타 명시된 영향의 피해, 상세불명 장소"
X349,지진의 상세불명 영향의 피해
X3490,"지진의 상세불명 영향의 피해, 주택"
X3490000,"지진의 상세불명 영향의 피해, 주택"
X3491,"지진의 상세불명 영향의 피해, 집단거주시설"
X3491000,"지진의 상세불명 영향의 피해, 집단거주시설"
X3492,"지진의 상세불명 영향의 피해, 학교, 기타 시설 및 공공행정 구역"
X3492000,"지진의 상세불명 영향의 피해, 학교, 기타 시설 및 공공행정 구역"
X3493,"지진의 상세불명 영향의 피해, 운동 및 경기장"
X3493000,"지진의 상세불명 영향의 피해, 운동 및 경기장"
X3494,"지진의 상세불명 영향의 피해, 도로 및 고속도로"
X3494000,"지진의 상세불명 영향의 피해, 도로 및 고속도로"
X3495,"지진의 상세불명 영향의 피해, 상업 및 서비스 구역"
X3495000,"지진의 상세불명 영향의 피해, 상업 및 서비스 구역"
X3496,"지진의 상세불명 영향의 피해, 산업 및 건설지역"
X3496000,"지진의 상세불명 영향의 피해, 산업 및 건설지역"
X3497,"지진의 상세불명 영향의 피해, 농장"
X3497000,"지진의 상세불명 영향의 피해, 농장"
X3498,"지진의 상세불명 영향의 피해, 기타 명시된 장소"
X3498000,"지진의 상세불명 영향의 피해, 기타 명시된 장소"
X3499,"지진의 상세불명 영향의 피해, 상세불명 장소"
X3499000,"지진의 상세불명 영향의 피해, 상세불명 장소"
X35,화산폭발에 의한 피해
X350,"화산폭발에 의한 피해, 주택"
X35000,화산폭발에 의한 피해
X350000,"화산폭발에 의한 피해, 주택"
X351,"화산폭발에 의한 피해, 집단거주시설"
X351000,"화산폭발에 의한 피해, 집단거주시설"
X352,"화산폭발에 의한 피해, 학교, 기타 시설 및 공공행정 구역"
X352000,"화산폭발에 의한 피해, 학교, 기타 시설 및 공공행정 구역"
X353,"화산폭발에 의한 피해, 운동 및 경기장"
X353000,"화산폭발에 의한 피해, 운동 및 경기장"
X354,"화산폭발에 의한 피해, 도로 및 고속도로"
X354000,"화산폭발에 의한 피해, 도로 및 고속도로"
X355,"화산폭발에 의한 피해, 상업 및 서비스 구역"
X355000,"화산폭발에 의한 피해, 상업 및 서비스 구역"
X356,"화산폭발에 의한 피해, 산업 및 건설지역"
X356000,"화산폭발에 의한 피해, 산업 및 건설지역"
X357,"화산폭발에 의한 피해, 농장"
X357000,"화산폭발에 의한 피해, 농장"
X358,"화산폭발에 의한 피해, 기타 명시된 장소"
X358000,"화산폭발에 의한 피해, 기타 명시된 장소"
X359,"화산폭발에 의한 피해, 상세불명 장소"
X359000,"화산폭발에 의한 피해, 상세불명 장소"
X36,"눈사태, 산사태 및 기타 지각운동에 의한 피해"
X360,"눈사태, 산사태 및 기타 지각운동에 의한 피해, 주택"
X36000,"눈사태, 산사태 및 기타 지각운동에 의한 피해"
X360000,"눈사태, 산사태 및 기타 지각운동에 의한 피해, 주택"
X361,"눈사태, 산사태 및 기타 지각운동에 의한 피해, 집단거주시설"
X361000,"눈사태, 산사태 및 기타 지각운동에 의한 피해, 집단거주시설"
X362,"눈사태, 산사태 및 기타 지각운동에 의한 피해, 학교, 기타 시설 및 공공행정 구역"
X362000,"눈사태, 산사태 및 기타 지각운동에 의한 피해, 학교, 기타 시설 및 공공행정 구역"
X363,"눈사태, 산사태 및 기타 지각운동에 의한 피해, 운동 및 경기장"
X363000,"눈사태, 산사태 및 기타 지각운동에 의한 피해, 운동 및 경기장"
X364,"눈사태, 산사태 및 기타 지각운동에 의한 피해, 도로 및 고속도로"
X364000,"눈사태, 산사태 및 기타 지각운동에 의한 피해, 도로 및 고속도로"
X365,"눈사태, 산사태 및 기타 지각운동에 의한 피해, 상업 및 서비스 구역"
X365000,"눈사태, 산사태 및 기타 지각운동에 의한 피해, 상업 및 서비스 구역"
X366,"눈사태, 산사태 및 기타 지각운동에 의한 피해, 산업 및 건설지역"
X366000,"눈사태, 산사태 및 기타 지각운동에 의한 피해, 산업 및 건설지역"
X367,"눈사태, 산사태 및 기타 지각운동에 의한 피해, 농장"
X367000,"눈사태, 산사태 및 기타 지각운동에 의한 피해, 농장"
X368,"눈사태, 산사태 및 기타 지각운동에 의한 피해, 기타 명시된 장소"
X368000,"눈사태, 산사태 및 기타 지각운동에 의한 피해, 기타 명시된 장소"
X369,"눈사태, 산사태 및 기타 지각운동에 의한 피해, 상세불명 장소"
X369000,"눈사태, 산사태 및 기타 지각운동에 의한 피해, 상세불명 장소"
X37,지각변동 폭풍의 피해
X370,"지각변동 폭풍의 피해, 주택"
X37000,지각변동 폭풍의 피해
X370000,"지각변동 폭풍의 피해, 주택"
X371,"지각변동 폭풍의 피해, 집단거주시설"
X371000,"지각변동 폭풍의 피해, 집단거주시설"
X372,"지각변동 폭풍의 피해, 학교, 기타 시설 및 공공행정 구역"
X372000,"지각변동 폭풍의 피해, 학교, 기타 시설 및 공공행정 구역"
X373,"지각변동 폭풍의 피해, 운동 및 경기장"
X373000,"지각변동 폭풍의 피해, 운동 및 경기장"
X374,"지각변동 폭풍의 피해, 도로 및 고속도로"
X374000,"지각변동 폭풍의 피해, 도로 및 고속도로"
X375,"지각변동 폭풍의 피해, 상업 및 서비스 구역"
X375000,"지각변동 폭풍의 피해, 상업 및 서비스 구역"
X376,"지각변동 폭풍의 피해, 산업 및 건설지역"
X376000,"지각변동 폭풍의 피해, 산업 및 건설지역"
X377,"지각변동 폭풍의 피해, 농장"
X377000,"지각변동 폭풍의 피해, 농장"
X378,"지각변동 폭풍의 피해, 기타 명시된 장소"
X378000,"지각변동 폭풍의 피해, 기타 명시된 장소"
X379,"지각변동 폭풍의 피해, 상세불명 장소"
X379000,"지각변동 폭풍의 피해, 상세불명 장소"
X38,홍수의 피해
X380,"홍수의 피해, 주택"
X38000,홍수의 피해
X380000,"홍수의 피해, 주택"
X381,"홍수의 피해, 집단거주시설"
X381000,"홍수의 피해, 집단거주시설"
X382,"홍수의 피해, 학교, 기타 시설 및 공공행정 구역"
X382000,"홍수의 피해, 학교, 기타 시설 및 공공행정 구역"
X383,"홍수의 피해, 운동 및 경기장"
X383000,"홍수의 피해, 운동 및 경기장"
X384,"홍수의 피해, 도로 및 고속도로"
X384000,"홍수의 피해, 도로 및 고속도로"
X385,"홍수의 피해, 상업 및 서비스 구역"
X385000,"홍수의 피해, 상업 및 서비스 구역"
X386,"홍수의 피해, 산업 및 건설지역"
X386000,"홍수의 피해, 산업 및 건설지역"
X387,"홍수의 피해, 농장"
X387000,"홍수의 피해, 농장"
X388,"홍수의 피해, 기타 명시된 장소"
X388000,"홍수의 피해, 기타 명시된 장소"
X389,"홍수의 피해, 상세불명 장소"
X389000,"홍수의 피해, 상세불명 장소"
X39,자연의 기타 및 상세불명 힘에 노출
X390,"자연의 기타 및 상세불명 힘에 노출, 주택"
X39000,자연의 기타 및 상세불명 힘에 노출
X390000,"자연의 기타 및 상세불명 힘에 노출, 주택"
X391,"자연의 기타 및 상세불명 힘에 노출, 집단거주시설"
X391000,"자연의 기타 및 상세불명 힘에 노출, 집단거주시설"
X392,"자연의 기타 및 상세불명 힘에 노출, 학교, 기타 시설 및 공공행정 구역"
X392000,"자연의 기타 및 상세불명 힘에 노출, 학교, 기타 시설 및 공공행정 구역"
X393,"자연의 기타 및 상세불명 힘에 노출, 운동 및 경기장"
X393000,"자연의 기타 및 상세불명 힘에 노출, 운동 및 경기장"
X394,"자연의 기타 및 상세불명 힘에 노출, 도로 및 고속도로"
X394000,"자연의 기타 및 상세불명 힘에 노출, 도로 및 고속도로"
X395,"자연의 기타 및 상세불명 힘에 노출, 상업 및 서비스 구역"
X395000,"자연의 기타 및 상세불명 힘에 노출, 상업 및 서비스 구역"
X396,"자연의 기타 및 상세불명 힘에 노출, 산업 및 건설지역"
X396000,"자연의 기타 및 상세불명 힘에 노출, 산업 및 건설지역"
X397,"자연의 기타 및 상세불명 힘에 노출, 농장"
X397000,"자연의 기타 및 상세불명 힘에 노출, 농장"
X398,"자연의 기타 및 상세불명 힘에 노출, 기타 명시된 장소"
X398000,"자연의 기타 및 상세불명 힘에 노출, 기타 명시된 장소"
X399,"자연의 기타 및 상세불명 힘에 노출, 상세불명 장소"
X399000,"자연의 기타 및 상세불명 힘에 노출, 상세불명 장소"
X40,"비아편유사진통제, 해열제 및 항류마티스제에 의한 불의의 중독 및 노출"
X400,"비아편유사진통제, 해열제 및 항류마티스제에 의한 불의의 중독 및 노출, 주택"
X40000,"비아편유사진통제, 해열제 및 항류마티스제에 의한 불의의 중독 및 노출"
X45000,알콜에 의한 불의의 중독 및 노출
X400000,"비아편유사진통제, 해열제 및 항류마티스제에 의한 불의의 중독 및 노출, 주택"
X401,"비아편유사진통제, 해열제 및 항류마티스제에 의한 불의의 중독 및 노출, 집단거주시설"
X401000,"비아편유사진통제, 해열제 및 항류마티스제에 의한 불의의 중독 및 노출, 집단거주시설"
X402,"비아편유사진통제, 해열제 및 항류마티스제에 의한 불의의 중독 및 노출, 학교, 기타 시설 및 공공행정 구역"
X402000,"비아편유사진통제, 해열제 및 항류마티스제에 의한 불의의 중독 및 노출, 학교, 기타 시설 및 공공행정 구역"
X403,"비아편유사진통제, 해열제 및 항류마티스제에 의한 불의의 중독 및 노출, 운동 및 경기장"
X403000,"비아편유사진통제, 해열제 및 항류마티스제에 의한 불의의 중독 및 노출, 운동 및 경기장"
X404,"비아편유사진통제, 해열제 및 항류마티스제에 의한 불의의 중독 및 노출, 도로 및 고속도로"
X404000,"비아편유사진통제, 해열제 및 항류마티스제에 의한 불의의 중독 및 노출, 도로 및 고속도로"
X405,"비아편유사진통제, 해열제 및 항류마티스제에 의한 불의의 중독 및 노출, 상업 및 서비스 구역"
X405000,"비아편유사진통제, 해열제 및 항류마티스제에 의한 불의의 중독 및 노출, 상업 및 서비스 구역"
X406,"비아편유사진통제, 해열제 및 항류마티스제에 의한 불의의 중독 및 노출, 산업 및 건설지역"
X406000,"비아편유사진통제, 해열제 및 항류마티스제에 의한 불의의 중독 및 노출, 산업 및 건설지역"
X407,"비아편유사진통제, 해열제 및 항류마티스제에 의한 불의의 중독 및 노출, 농장"
X407000,"비아편유사진통제, 해열제 및 항류마티스제에 의한 불의의 중독 및 노출, 농장"
X408,"비아편유사진통제, 해열제 및 항류마티스제에 의한 불의의 중독 및 노출, 기타 명시된 장소"
X408000,"비아편유사진통제, 해열제 및 항류마티스제에 의한 불의의 중독 및 노출, 기타 명시된 장소"
X409,"비아편유사진통제, 해열제 및 항류마티스제에 의한 불의의 중독 및 노출, 상세불명 장소"
X409000,"비아편유사진통제, 해열제 및 항류마티스제에 의한 불의의 중독 및 노출, 상세불명 장소"
X40X49,유독성 물질에 의한 불의의 중독 및 노출
X41,"달리 분류되지 않은 항간질제, 진정제-수면제, 항파킨슨제, 정신작용제에 의한 불의의 중독 및 노출"
X410,"달리 분류되지 않은 항간질제, 진정제-수면제, 항파킨슨제, 정신작용제에 의한 불의의 중독 및 노출, 주택"
X41000,"달리 분류되지 않은 항간질제, 진정제-수면제, 항파킨슨제, 정신작용제에 의한 불의의 중독 및 노출"
X410000,"달리 분류되지 않은 항간질제, 진정제-수면제, 항파킨슨제, 정신작용제에 의한 불의의 중독 및 노출, 주택"
X411,"달리 분류되지 않은 항간질제, 진정제-수면제, 항파킨슨제, 정신작용제에 의한 불의의 중독 및 노출, 집단거주시설"
X411000,"달리 분류되지 않은 항간질제, 진정제-수면제, 항파킨슨제, 정신작용제에 의한 불의의 중독 및 노출, 집단거주시설"
X412,"달리 분류되지 않은 항간질제, 진정제-수면제, 항파킨슨제, 정신작용제에 의한 불의의 중독 및 노출, 학교, 기타 시설 및 공공행정 구역"
X450000,"알콜에 의한 불의의 중독 및 노출, 주택"
X412000,"달리 분류되지 않은 항간질제, 진정제-수면제, 항파킨슨제, 정신작용제에 의한 불의의 중독 및 노출, 학교, 기타 시설 및 공공행정 구역"
X413,"달리 분류되지 않은 항간질제, 진정제-수면제, 항파킨슨제, 정신작용제에 의한 불의의 중독 및 노출, 운동 및 경기장"
X413000,"달리 분류되지 않은 항간질제, 진정제-수면제, 항파킨슨제, 정신작용제에 의한 불의의 중독 및 노출, 운동 및 경기장"
X414,"달리 분류되지 않은 항간질제, 진정제-수면제, 항파킨슨제, 정신작용제에 의한 불의의 중독 및 노출, 도로 및 고속도로"
X414000,"달리 분류되지 않은 항간질제, 진정제-수면제, 항파킨슨제, 정신작용제에 의한 불의의 중독 및 노출, 도로 및 고속도로"
X415,"달리 분류되지 않은 항간질제, 진정제-수면제, 항파킨슨제, 정신작용제에 의한 불의의 중독 및 노출, 상업 및 서비스 구역"
X415000,"달리 분류되지 않은 항간질제, 진정제-수면제, 항파킨슨제, 정신작용제에 의한 불의의 중독 및 노출, 상업 및 서비스 구역"
X416,"달리 분류되지 않은 항간질제, 진정제-수면제, 항파킨슨제, 정신작용제에 의한 불의의 중독 및 노출, 산업 및 건설지역"
X416000,"달리 분류되지 않은 항간질제, 진정제-수면제, 항파킨슨제, 정신작용제에 의한 불의의 중독 및 노출, 산업 및 건설지역"
X417,"달리 분류되지 않은 항간질제, 진정제-수면제, 항파킨슨제, 정신작용제에 의한 불의의 중독 및 노출, 농장"
X417000,"달리 분류되지 않은 항간질제, 진정제-수면제, 항파킨슨제, 정신작용제에 의한 불의의 중독 및 노출, 농장"
X418,"달리 분류되지 않은 항간질제, 진정제-수면제, 항파킨슨제, 정신작용제에 의한 불의의 중독 및 노출, 기타 명시된 장소"
X418000,"달리 분류되지 않은 항간질제, 진정제-수면제, 항파킨슨제, 정신작용제에 의한 불의의 중독 및 노출, 기타 명시된 장소"
X419,"달리 분류되지 않은 항간질제, 진정제-수면제, 항파킨슨제, 정신작용제에 의한 불의의 중독 및 노출, 상세불명 장소"
X419000,"달리 분류되지 않은 항간질제, 진정제-수면제, 항파킨슨제, 정신작용제에 의한 불의의 중독 및 노출, 상세불명 장소"
X42,달리 분류되지 않은 마약 및 환각제에 의한 불의의 중독 및 노출
X515,"여행 및 이동, 상업 및 서비스 구역"
X420,"달리 분류되지 않은 마약 및 환각제에 의한 불의의 중독 및 노출, 주택"
X42000,달리 분류되지 않은 마약 및 환각제에 의한 불의의 중독 및 노출
X420000,"달리 분류되지 않은 마약 및 환각제에 의한 불의의 중독 및 노출, 주택"
X421,"달리 분류되지 않은 마약 및 환각제에 의한 불의의 중독 및 노출, 집단거주시설"
X421000,"달리 분류되지 않은 마약 및 환각제에 의한 불의의 중독 및 노출, 집단거주시설"
X422,"달리 분류되지 않은 마약 및 환각제에 의한 불의의 중독 및 노출, 학교, 기타 시설 및 공공행정 구역"
X422000,"달리 분류되지 않은 마약 및 환각제에 의한 불의의 중독 및 노출, 학교, 기타 시설 및 공공행정 구역"
X423,"달리 분류되지 않은 마약 및 환각제에 의한 불의의 중독 및 노출, 운동 및 경기장"
X423000,"달리 분류되지 않은 마약 및 환각제에 의한 불의의 중독 및 노출, 운동 및 경기장"
X424,"달리 분류되지 않은 마약 및 환각제에 의한 불의의 중독 및 노출, 도로 및 고속도로"
X424000,"달리 분류되지 않은 마약 및 환각제에 의한 불의의 중독 및 노출, 도로 및 고속도로"
X425,"달리 분류되지 않은 마약 및 환각제에 의한 불의의 중독 및 노출, 상업 및 서비스 구역"
X425000,"달리 분류되지 않은 마약 및 환각제에 의한 불의의 중독 및 노출, 상업 및 서비스 구역"
X426,"달리 분류되지 않은 마약 및 환각제에 의한 불의의 중독 및 노출, 산업 및 건설지역"
X426000,"달리 분류되지 않은 마약 및 환각제에 의한 불의의 중독 및 노출, 산업 및 건설지역"
X427,"달리 분류되지 않은 마약 및 환각제에 의한 불의의 중독 및 노출, 농장"
X427000,"달리 분류되지 않은 마약 및 환각제에 의한 불의의 중독 및 노출, 농장"
X428,"달리 분류되지 않은 마약 및 환각제에 의한 불의의 중독 및 노출, 기타 명시된 장소"
X428000,"달리 분류되지 않은 마약 및 환각제에 의한 불의의 중독 및 노출, 기타 명시된 장소"
X429,"달리 분류되지 않은 마약 및 환각제에 의한 불의의 중독 및 노출, 상세불명 장소"
X429000,"달리 분류되지 않은 마약 및 환각제에 의한 불의의 중독 및 노출, 상세불명 장소"
X43,자율신경계통에 작용하는 기타 약물에 의한 불의의 중독 및 노출
X430,"자율신경계통에 작용하는 기타 약물에 의한 불의의 중독 및 노출, 주택"
X43000,자율신경계통에 작용하는 기타 약물에 의한 불의의 중독 및 노출
X430000,"자율신경계통에 작용하는 기타 약물에 의한 불의의 중독 및 노출, 주택"
X431,"자율신경계통에 작용하는 기타 약물에 의한 불의의 중독 및 노출, 집단거주시설"
X431000,"자율신경계통에 작용하는 기타 약물에 의한 불의의 중독 및 노출, 집단거주시설"
X432,"자율신경계통에 작용하는 기타 약물에 의한 불의의 중독 및 노출, 학교, 기타 시설 및 공공행정 구역"
X432000,"자율신경계통에 작용하는 기타 약물에 의한 불의의 중독 및 노출, 학교, 기타 시설 및 공공행정 구역"
X433,"자율신경계통에 작용하는 기타 약물에 의한 불의의 중독 및 노출, 운동 및 경기장"
X433000,"자율신경계통에 작용하는 기타 약물에 의한 불의의 중독 및 노출, 운동 및 경기장"
X434,"자율신경계통에 작용하는 기타 약물에 의한 불의의 중독 및 노출, 도로 및 고속도로"
X434000,"자율신경계통에 작용하는 기타 약물에 의한 불의의 중독 및 노출, 도로 및 고속도로"
X435,"자율신경계통에 작용하는 기타 약물에 의한 불의의 중독 및 노출, 상업 및 서비스 구역"
X435000,"자율신경계통에 작용하는 기타 약물에 의한 불의의 중독 및 노출, 상업 및 서비스 구역"
X436,"자율신경계통에 작용하는 기타 약물에 의한 불의의 중독 및 노출, 산업 및 건설지역"
X436000,"자율신경계통에 작용하는 기타 약물에 의한 불의의 중독 및 노출, 산업 및 건설지역"
X437,"자율신경계통에 작용하는 기타 약물에 의한 불의의 중독 및 노출, 농장"
X437000,"자율신경계통에 작용하는 기타 약물에 의한 불의의 중독 및 노출, 농장"
X451,"알콜에 의한 불의의 중독 및 노출, 집단거주시설"
X438,"자율신경계통에 작용하는 기타 약물에 의한 불의의 중독 및 노출, 기타 명시된 장소"
X438000,"자율신경계통에 작용하는 기타 약물에 의한 불의의 중독 및 노출, 기타 명시된 장소"
X439,"자율신경계통에 작용하는 기타 약물에 의한 불의의 중독 및 노출, 상세불명 장소"
X439000,"자율신경계통에 작용하는 기타 약물에 의한 불의의 중독 및 노출, 상세불명 장소"
X44,"기타 및 상세불명의 약물, 약제 및 생물학적 물질에 의한 불의의 중독 및 노출"
X440,"기타 및 상세불명의 약물, 약제 및 생물학적 물질에 의한 불의의 중독 및 노출, 주택"
X44000,"기타 및 상세불명의 약물, 약제 및 생물학적 물질에 의한 불의의 중독 및 노출"
X440000,"기타 및 상세불명의 약물, 약제 및 생물학적 물질에 의한 불의의 중독 및 노출, 주택"
X441,"기타 및 상세불명의 약물, 약제 및 생물학적 물질에 의한 불의의 중독 및 노출, 집단거주시설"
X441000,"기타 및 상세불명의 약물, 약제 및 생물학적 물질에 의한 불의의 중독 및 노출, 집단거주시설"
